"ZIP
code [1]",Size of adjusted gross income,Number of returns
14211,"$1 under $25,000",5560
14211,"$25,000 under $50,000",2250
14211,"$50,000 under $75,000",550
14211,"$75,000 under $100,000",190
14211,"$100,000 under $200,000",120
14211,"$200,000 or more",**
,,
14212,,"4,290"
14212,"$1 under $25,000",2540
14212,"$25,000 under $50,000",1160
14212,"$50,000 under $75,000",340
14212,"$75,000 under $100,000",150
14212,"$100,000 under $200,000",100
14212,"$200,000 or more",**
,,
14213,,"9,330"
14213,"$1 under $25,000",5440
14213,"$25,000 under $50,000",2560
14213,"$50,000 under $75,000",730
14213,"$75,000 under $100,000",300
14213,"$100,000 under $200,000",250
14213,"$200,000 or more",50
,,
14214,,"7,570"
14214,"$1 under $25,000",3290
14214,"$25,000 under $50,000",1880
14214,"$50,000 under $75,000",840
14214,"$75,000 under $100,000",550
14214,"$100,000 under $200,000",770
14214,"$200,000 or more",240
,,
14215,,"16,580"
14215,"$1 under $25,000",8970
14215,"$25,000 under $50,000",4740
14215,"$50,000 under $75,000",1670
14215,"$75,000 under $100,000",660
14215,"$100,000 under $200,000",500
14215,"$200,000 or more",40
,,
14216,,"11,180"
14216,"$1 under $25,000",3680
14216,"$25,000 under $50,000",3300
14216,"$50,000 under $75,000",1750
14216,"$75,000 under $100,000",940
14216,"$100,000 under $200,000",1170
14216,"$200,000 or more",340
,,
14217,,"11,710"
14217,"$1 under $25,000",3890
14217,"$25,000 under $50,000",3270
14217,"$50,000 under $75,000",1980
14217,"$75,000 under $100,000",1210
14217,"$100,000 under $200,000",1210
14217,"$200,000 or more",150
,,
14218,,"8,870"
14218,"$1 under $25,000",4010
14218,"$25,000 under $50,000",2560
14218,"$50,000 under $75,000",1180
14218,"$75,000 under $100,000",610
14218,"$100,000 under $200,000",480
14218,"$200,000 or more",30
,,
14219,,"6,110"
14219,"$1 under $25,000",2210
14219,"$25,000 under $50,000",1770
14219,"$50,000 under $75,000",1020
14219,"$75,000 under $100,000",600
14219,"$100,000 under $200,000",480
14219,"$200,000 or more",30
,,
14220,,"11,760"
14220,"$1 under $25,000",4460
14220,"$25,000 under $50,000",3460
14220,"$50,000 under $75,000",1760
14220,"$75,000 under $100,000",1030
14220,"$100,000 under $200,000",990
14220,"$200,000 or more",60
,,
14221,,"27,370"
14221,"$1 under $25,000",7720
14221,"$25,000 under $50,000",4570
14221,"$50,000 under $75,000",3790
14221,"$75,000 under $100,000",3300
14221,"$100,000 under $200,000",5760
14221,"$200,000 or more",2230
,,
14222,,"5,930"
14222,"$1 under $25,000",1790
14222,"$25,000 under $50,000",1550
14222,"$50,000 under $75,000",880
14222,"$75,000 under $100,000",510
14222,"$100,000 under $200,000",740
14222,"$200,000 or more",460
,,
14223,,"12,290"
14223,"$1 under $25,000",3790
14223,"$25,000 under $50,000",3180
14223,"$50,000 under $75,000",2130
14223,"$75,000 under $100,000",1480
14223,"$100,000 under $200,000",1540
14223,"$200,000 or more",170
,,
14224,,"21,750"
14224,"$1 under $25,000",6820
14224,"$25,000 under $50,000",5330
14224,"$50,000 under $75,000",3460
14224,"$75,000 under $100,000",2660
14224,"$100,000 under $200,000",3130
14224,"$200,000 or more",350
,,
14225,,"17,820"
14225,"$1 under $25,000",6500
14225,"$25,000 under $50,000",5570
14225,"$50,000 under $75,000",2890
14225,"$75,000 under $100,000",1650
14225,"$100,000 under $200,000",1140
14225,"$200,000 or more",70
,,
14226,,"14,650"
14226,"$1 under $25,000",4690
14226,"$25,000 under $50,000",3200
14226,"$50,000 under $75,000",2150
14226,"$75,000 under $100,000",1510
14226,"$100,000 under $200,000",2260
14226,"$200,000 or more",840
,,
14227,,"11,930"
14227,"$1 under $25,000",4000
14227,"$25,000 under $50,000",3390
14227,"$50,000 under $75,000",2030
14227,"$75,000 under $100,000",1280
14227,"$100,000 under $200,000",1160
14227,"$200,000 or more",70
,,
14228,,"9,570"
14228,"$1 under $25,000",3430
14228,"$25,000 under $50,000",2170
14228,"$50,000 under $75,000",1290
14228,"$75,000 under $100,000",980
14228,"$100,000 under $200,000",1340
14228,"$200,000 or more",360
,,
14301,,"5,010"
14301,"$1 under $25,000",2940
14301,"$25,000 under $50,000",1330
14301,"$50,000 under $75,000",410
14301,"$75,000 under $100,000",200
14301,"$100,000 under $200,000",130
14301,"$200,000 or more",**
,,
14303,,"2,430"
14303,"$1 under $25,000",1410
14303,"$25,000 under $50,000",670
14303,"$50,000 under $75,000",210
14303,"$75,000 under $100,000",80
14303,"$100,000 under $200,000",60
14303,"$200,000 or more",**
,,
14304,,"15,020"
14304,"$1 under $25,000",5780
14304,"$25,000 under $50,000",4160
14304,"$50,000 under $75,000",2200
14304,"$75,000 under $100,000",1320
14304,"$100,000 under $200,000",1420
14304,"$200,000 or more",140
,,
14305,,"7,170"
14305,"$1 under $25,000",3490
14305,"$25,000 under $50,000",1870
14305,"$50,000 under $75,000",820
14305,"$75,000 under $100,000",460
14305,"$100,000 under $200,000",470
14305,"$200,000 or more",60
,,
14411,,"5,400"
14411,"$1 under $25,000",2190
14411,"$25,000 under $50,000",1500
14411,"$50,000 under $75,000",790
14411,"$75,000 under $100,000",470
14411,"$100,000 under $200,000",410
14411,"$200,000 or more",40
,,
14414,,"3,390"
14414,"$1 under $25,000",1100
14414,"$25,000 under $50,000",860
14414,"$50,000 under $75,000",500
14414,"$75,000 under $100,000",320
14414,"$100,000 under $200,000",540
14414,"$200,000 or more",70
,,
14416,,"1,910"
14416,"$1 under $25,000",610
14416,"$25,000 under $50,000",510
14416,"$50,000 under $75,000",270
14416,"$75,000 under $100,000",230
14416,"$100,000 under $200,000",290
14416,"$200,000 or more",**
,,
14418,,520
14418,"$1 under $25,000",180
14418,"$25,000 under $50,000",130
14418,"$50,000 under $75,000",110
14418,"$75,000 under $100,000",40
14418,"$100,000 under $200,000",60
14418,"$200,000 or more",**
,,
14420,,"7,940"
14420,"$1 under $25,000",2760
14420,"$25,000 under $50,000",1880
14420,"$50,000 under $75,000",1220
14420,"$75,000 under $100,000",850
14420,"$100,000 under $200,000",1100
14420,"$200,000 or more",130
,,
14422,,"1,080"
14422,"$1 under $25,000",330
14422,"$25,000 under $50,000",310
14422,"$50,000 under $75,000",170
14422,"$75,000 under $100,000",110
14422,"$100,000 under $200,000",140
14422,"$200,000 or more",20
,,
14423,,"2,330"
14423,"$1 under $25,000",720
14423,"$25,000 under $50,000",620
14423,"$50,000 under $75,000",380
14423,"$75,000 under $100,000",280
14423,"$100,000 under $200,000",290
14423,"$200,000 or more",40
,,
14424,,"13,810"
14424,"$1 under $25,000",4710
14424,"$25,000 under $50,000",3220
14424,"$50,000 under $75,000",1980
14424,"$75,000 under $100,000",1340
14424,"$100,000 under $200,000",1990
14424,"$200,000 or more",570
,,
14425,,"5,960"
14425,"$1 under $25,000",1910
14425,"$25,000 under $50,000",1400
14425,"$50,000 under $75,000",960
14425,"$75,000 under $100,000",650
14425,"$100,000 under $200,000",930
14425,"$200,000 or more",110
,,
14427,,910
14427,"$1 under $25,000",320
14427,"$25,000 under $50,000",240
14427,"$50,000 under $75,000",160
14427,"$75,000 under $100,000",100
14427,"$100,000 under $200,000",90
14427,"$200,000 or more",**
,,
14428,,"4,430"
14428,"$1 under $25,000",1350
14428,"$25,000 under $50,000",1000
14428,"$50,000 under $75,000",690
14428,"$75,000 under $100,000",530
14428,"$100,000 under $200,000",770
14428,"$200,000 or more",90
,,
14432,,"2,600"
14432,"$1 under $25,000",910
14432,"$25,000 under $50,000",680
14432,"$50,000 under $75,000",440
14432,"$75,000 under $100,000",240
14432,"$100,000 under $200,000",300
14432,"$200,000 or more",30
,,
14433,,"1,990"
14433,"$1 under $25,000",760
14433,"$25,000 under $50,000",590
14433,"$50,000 under $75,000",310
14433,"$75,000 under $100,000",160
14433,"$100,000 under $200,000",170
14433,"$200,000 or more",**
,,
14435,,"1,430"
14435,"$1 under $25,000",410
14435,"$25,000 under $50,000",340
14435,"$50,000 under $75,000",250
14435,"$75,000 under $100,000",160
14435,"$100,000 under $200,000",220
14435,"$200,000 or more",50
,,
14437,,"4,440"
14437,"$1 under $25,000",1710
14437,"$25,000 under $50,000",1160
14437,"$50,000 under $75,000",730
14437,"$75,000 under $100,000",400
14437,"$100,000 under $200,000",400
14437,"$200,000 or more",40
,,
14441,,160
14441,"$1 under $25,000",60
14441,"$25,000 under $50,000",40
14441,"$50,000 under $75,000",30
14441,"$75,000 under $100,000",30
14441,"$100,000 under $200,000",**
14441,"$200,000 or more",**
,,
14445,,"4,020"
14445,"$1 under $25,000",1510
14445,"$25,000 under $50,000",1250
14445,"$50,000 under $75,000",660
14445,"$75,000 under $100,000",290
14445,"$100,000 under $200,000",260
14445,"$200,000 or more",50
,,
14450,,"21,650"
14450,"$1 under $25,000",6010
14450,"$25,000 under $50,000",3940
14450,"$50,000 under $75,000",2920
14450,"$75,000 under $100,000",2420
14450,"$100,000 under $200,000",4940
14450,"$200,000 or more",1420
,,
14454,,"3,070"
14454,"$1 under $25,000",970
14454,"$25,000 under $50,000",640
14454,"$50,000 under $75,000",460
14454,"$75,000 under $100,000",350
14454,"$100,000 under $200,000",540
14454,"$200,000 or more",110
,,
14456,,"8,840"
14456,"$1 under $25,000",3680
14456,"$25,000 under $50,000",2280
14456,"$50,000 under $75,000",1130
14456,"$75,000 under $100,000",710
14456,"$100,000 under $200,000",860
14456,"$200,000 or more",180
,,
14462,,300
14462,"$1 under $25,000",90
14462,"$25,000 under $50,000",70
14462,"$50,000 under $75,000",50
14462,"$75,000 under $100,000",40
14462,"$100,000 under $200,000",50
14462,"$200,000 or more",**
,,
14464,,"3,380"
14464,"$1 under $25,000",1170
14464,"$25,000 under $50,000",930
14464,"$50,000 under $75,000",490
14464,"$75,000 under $100,000",370
14464,"$100,000 under $200,000",380
14464,"$200,000 or more",40
,,
14466,,820
14466,"$1 under $25,000",280
14466,"$25,000 under $50,000",200
14466,"$50,000 under $75,000",120
14466,"$75,000 under $100,000",100
14466,"$100,000 under $200,000",120
14466,"$200,000 or more",**
,,
14467,,"4,800"
14467,"$1 under $25,000",1620
14467,"$25,000 under $50,000",1190
14467,"$50,000 under $75,000",770
14467,"$75,000 under $100,000",490
14467,"$100,000 under $200,000",650
14467,"$200,000 or more",80
,,
14468,,"9,450"
14468,"$1 under $25,000",2830
14468,"$25,000 under $50,000",2160
14468,"$50,000 under $75,000",1490
14468,"$75,000 under $100,000",1200
14468,"$100,000 under $200,000",1540
14468,"$200,000 or more",230
,,
14469,,"2,930"
14469,"$1 under $25,000",980
14469,"$25,000 under $50,000",710
14469,"$50,000 under $75,000",460
14469,"$75,000 under $100,000",310
14469,"$100,000 under $200,000",410
14469,"$200,000 or more",60
,,
14470,,"3,710"
14470,"$1 under $25,000",1280
14470,"$25,000 under $50,000",1110
14470,"$50,000 under $75,000",600
14470,"$75,000 under $100,000",370
14470,"$100,000 under $200,000",310
14470,"$200,000 or more",40
,,
14471,,"1,390"
14471,"$1 under $25,000",480
14471,"$25,000 under $50,000",350
14471,"$50,000 under $75,000",220
14471,"$75,000 under $100,000",150
14471,"$100,000 under $200,000",160
14471,"$200,000 or more",30
,,
14472,,"4,310"
14472,"$1 under $25,000",1250
14472,"$25,000 under $50,000",710
14472,"$50,000 under $75,000",500
14472,"$75,000 under $100,000",440
14472,"$100,000 under $200,000",950
14472,"$200,000 or more",460
,,
14475,,190
14475,"$1 under $25,000",60
14475,"$25,000 under $50,000",40
14475,"$50,000 under $75,000",20
14475,"$75,000 under $100,000",20
14475,"$100,000 under $200,000",50
14475,"$200,000 or more",**
,,
14476,,"1,050"
14476,"$1 under $25,000",340
14476,"$25,000 under $50,000",290
14476,"$50,000 under $75,000",170
14476,"$75,000 under $100,000",110
14476,"$100,000 under $200,000",140
14476,"$200,000 or more",**
,,
14477,,740
14477,"$1 under $25,000",250
14477,"$25,000 under $50,000",200
14477,"$50,000 under $75,000",120
14477,"$75,000 under $100,000",70
14477,"$100,000 under $200,000",100
14477,"$200,000 or more",**
,,
14478,,450
14478,"$1 under $25,000",140
14478,"$25,000 under $50,000",100
14478,"$50,000 under $75,000",60
14478,"$75,000 under $100,000",60
14478,"$100,000 under $200,000",70
14478,"$200,000 or more",20
,,
14480,,440
14480,"$1 under $25,000",170
14480,"$25,000 under $50,000",120
14480,"$50,000 under $75,000",70
14480,"$75,000 under $100,000",30
14480,"$100,000 under $200,000",50
14480,"$200,000 or more",**
,,
14481,,890
14481,"$1 under $25,000",290
14481,"$25,000 under $50,000",250
14481,"$50,000 under $75,000",160
14481,"$75,000 under $100,000",100
14481,"$100,000 under $200,000",90
14481,"$200,000 or more",**
,,
14482,,"4,120"
14482,"$1 under $25,000",1430
14482,"$25,000 under $50,000",1090
14482,"$50,000 under $75,000",630
14482,"$75,000 under $100,000",440
14482,"$100,000 under $200,000",470
14482,"$200,000 or more",60
,,
14485,,"1,980"
14485,"$1 under $25,000",690
14485,"$25,000 under $50,000",470
14485,"$50,000 under $75,000",300
14485,"$75,000 under $100,000",220
14485,"$100,000 under $200,000",270
14485,"$200,000 or more",30
,,
14486,,150
14486,"$1 under $25,000",50
14486,"$25,000 under $50,000",40
14486,"$50,000 under $75,000",30
14486,"$75,000 under $100,000",**
14486,"$100,000 under $200,000",30
14486,"$200,000 or more",**
,,
14487,,"2,960"
14487,"$1 under $25,000",970
14487,"$25,000 under $50,000",650
14487,"$50,000 under $75,000",470
14487,"$75,000 under $100,000",280
14487,"$100,000 under $200,000",510
14487,"$200,000 or more",80
,,
14489,,"3,170"
14489,"$1 under $25,000",1270
14489,"$25,000 under $50,000",890
14489,"$50,000 under $75,000",480
14489,"$75,000 under $100,000",260
14489,"$100,000 under $200,000",250
14489,"$200,000 or more",20
,,
14502,,"5,220"
14502,"$1 under $25,000",1630
14502,"$25,000 under $50,000",1170
14502,"$50,000 under $75,000",790
14502,"$75,000 under $100,000",570
14502,"$100,000 under $200,000",930
14502,"$200,000 or more",130
,,
14504,,890
14504,"$1 under $25,000",340
14504,"$25,000 under $50,000",280
14504,"$50,000 under $75,000",150
14504,"$75,000 under $100,000",60
14504,"$100,000 under $200,000",60
14504,"$200,000 or more",**
,,
14505,,"2,530"
14505,"$1 under $25,000",820
14505,"$25,000 under $50,000",660
14505,"$50,000 under $75,000",450
14505,"$75,000 under $100,000",290
14505,"$100,000 under $200,000",310
14505,"$200,000 or more",**
,,
14506,,630
14506,"$1 under $25,000",170
14506,"$25,000 under $50,000",80
14506,"$50,000 under $75,000",60
14506,"$75,000 under $100,000",70
14506,"$100,000 under $200,000",170
14506,"$200,000 or more",80
,,
14507,,660
14507,"$1 under $25,000",260
14507,"$25,000 under $50,000",180
14507,"$50,000 under $75,000",100
14507,"$75,000 under $100,000",60
14507,"$100,000 under $200,000",60
14507,"$200,000 or more",**
,,
14510,,"2,140"
14510,"$1 under $25,000",900
14510,"$25,000 under $50,000",550
14510,"$50,000 under $75,000",330
14510,"$75,000 under $100,000",190
14510,"$100,000 under $200,000",170
14510,"$200,000 or more",**
,,
14512,,"2,250"
14512,"$1 under $25,000",840
14512,"$25,000 under $50,000",540
14512,"$50,000 under $75,000",370
14512,"$75,000 under $100,000",220
14512,"$100,000 under $200,000",220
14512,"$200,000 or more",60
,,
14513,,"6,420"
14513,"$1 under $25,000",2620
14513,"$25,000 under $50,000",1810
14513,"$50,000 under $75,000",930
14513,"$75,000 under $100,000",530
14513,"$100,000 under $200,000",480
14513,"$200,000 or more",50
,,
14514,,"3,030"
14514,"$1 under $25,000",920
14514,"$25,000 under $50,000",730
14514,"$50,000 under $75,000",460
14514,"$75,000 under $100,000",330
14514,"$100,000 under $200,000",520
14514,"$200,000 or more",70
,,
14516,,"1,040"
14516,"$1 under $25,000",360
14516,"$25,000 under $50,000",290
14516,"$50,000 under $75,000",170
14516,"$75,000 under $100,000",110
14516,"$100,000 under $200,000",110
14516,"$200,000 or more",**
,,
14517,,"1,290"
14517,"$1 under $25,000",490
14517,"$25,000 under $50,000",340
14517,"$50,000 under $75,000",180
14517,"$75,000 under $100,000",140
14517,"$100,000 under $200,000",140
14517,"$200,000 or more",**
,,
14519,,"6,130"
14519,"$1 under $25,000",1840
14519,"$25,000 under $50,000",1410
14519,"$50,000 under $75,000",940
14519,"$75,000 under $100,000",730
14519,"$100,000 under $200,000",1040
14519,"$200,000 or more",170
,,
14521,,"1,250"
14521,"$1 under $25,000",490
14521,"$25,000 under $50,000",340
14521,"$50,000 under $75,000",190
14521,"$75,000 under $100,000",100
14521,"$100,000 under $200,000",130
14521,"$200,000 or more",**
,,
14522,,"4,480"
14522,"$1 under $25,000",1600
14522,"$25,000 under $50,000",1230
14522,"$50,000 under $75,000",690
14522,"$75,000 under $100,000",430
14522,"$100,000 under $200,000",470
14522,"$200,000 or more",60
,,
14525,,"1,290"
14525,"$1 under $25,000",420
14525,"$25,000 under $50,000",350
14525,"$50,000 under $75,000",220
14525,"$75,000 under $100,000",160
14525,"$100,000 under $200,000",140
14525,"$200,000 or more",**
,,
14526,,"10,730"
14526,"$1 under $25,000",2990
14526,"$25,000 under $50,000",1900
14526,"$50,000 under $75,000",1510
14526,"$75,000 under $100,000",1170
14526,"$100,000 under $200,000",2430
14526,"$200,000 or more",730
,,
14527,,"5,850"
14527,"$1 under $25,000",2290
14527,"$25,000 under $50,000",1540
14527,"$50,000 under $75,000",880
14527,"$75,000 under $100,000",510
14527,"$100,000 under $200,000",520
14527,"$200,000 or more",110
,,
14530,,"2,480"
14530,"$1 under $25,000",910
14530,"$25,000 under $50,000",700
14530,"$50,000 under $75,000",430
14530,"$75,000 under $100,000",210
14530,"$100,000 under $200,000",200
14530,"$200,000 or more",30
,,
14532,,"2,160"
14532,"$1 under $25,000",710
14532,"$25,000 under $50,000",620
14532,"$50,000 under $75,000",340
14532,"$75,000 under $100,000",220
14532,"$100,000 under $200,000",240
14532,"$200,000 or more",30
,,
14533,,770
14533,"$1 under $25,000",250
14533,"$25,000 under $50,000",210
14533,"$50,000 under $75,000",140
14533,"$75,000 under $100,000",80
14533,"$100,000 under $200,000",90
14533,"$200,000 or more",**
,,
14534,,"16,210"
14534,"$1 under $25,000",3950
14534,"$25,000 under $50,000",1920
14534,"$50,000 under $75,000",1710
14534,"$75,000 under $100,000",1660
14534,"$100,000 under $200,000",4120
14534,"$200,000 or more",2850
,,
14536,,280
14536,"$1 under $25,000",110
