"ZIP
code",Size of adjusted gross income,Number of returns
10562,"$25,000 under $50,000",3279
10562,"$50,000 under $75,000",1959
10562,"$75,000 under $100,000",1373
10562,"$100,000 under $200,000",2323
10562,"$200,000 or more",1007
,,
10566,,"11,872"
10566,"$1 under $25,000",4627
10566,"$25,000 under $50,000",2874
10566,"$50,000 under $75,000",1671
10566,"$75,000 under $100,000",1057
10566,"$100,000 under $200,000",1430
10566,"$200,000 or more",213
,,
10567,,"9,292"
10567,"$1 under $25,000",2563
10567,"$25,000 under $50,000",1450
10567,"$50,000 under $75,000",1027
10567,"$75,000 under $100,000",981
10567,"$100,000 under $200,000",2205
10567,"$200,000 or more",1066
,,
10570,,"5,955"
10570,"$1 under $25,000",1617
10570,"$25,000 under $50,000",862
10570,"$50,000 under $75,000",639
10570,"$75,000 under $100,000",438
10570,"$100,000 under $200,000",1193
10570,"$200,000 or more",1206
,,
10573,,"18,301"
10573,"$1 under $25,000",7355
10573,"$25,000 under $50,000",4396
10573,"$50,000 under $75,000",2078
10573,"$75,000 under $100,000",1141
10573,"$100,000 under $200,000",1923
10573,"$200,000 or more",1408
,,
10576,,"2,467"
10576,"$1 under $25,000",600
10576,"$25,000 under $50,000",285
10576,"$50,000 under $75,000",180
10576,"$75,000 under $100,000",185
10576,"$100,000 under $200,000",479
10576,"$200,000 or more",738
,,
10577,,"1,592"
10577,"$1 under $25,000",483
10577,"$25,000 under $50,000",175
10577,"$50,000 under $75,000",119
10577,"$75,000 under $100,000",72
10577,"$100,000 under $200,000",199
10577,"$200,000 or more",544
,,
10578,,428
10578,"$1 under $25,000",110
10578,"$25,000 under $50,000",78
10578,"$50,000 under $75,000",62
10578,"$75,000 under $100,000",45
10578,"$100,000 under $200,000",101
10578,"$200,000 or more",32
,,
10579,,"4,337"
10579,"$1 under $25,000",1149
10579,"$25,000 under $50,000",724
10579,"$50,000 under $75,000",606
10579,"$75,000 under $100,000",489
10579,"$100,000 under $200,000",1047
10579,"$200,000 or more",322
,,
10580,,"7,954"
10580,"$1 under $25,000",2083
10580,"$25,000 under $50,000",844
10580,"$50,000 under $75,000",659
10580,"$75,000 under $100,000",489
10580,"$100,000 under $200,000",1228
10580,"$200,000 or more",2651
,,
10583,,"18,869"
10583,"$1 under $25,000",4575
10583,"$25,000 under $50,000",2059
10583,"$50,000 under $75,000",1696
10583,"$75,000 under $100,000",1388
10583,"$100,000 under $200,000",3358
10583,"$200,000 or more",5793
,,
10588,,"1,218"
10588,"$1 under $25,000",340
10588,"$25,000 under $50,000",222
10588,"$50,000 under $75,000",173
10588,"$75,000 under $100,000",142
10588,"$100,000 under $200,000",279
10588,"$200,000 or more",62
,,
10589,,"4,458"
10589,"$1 under $25,000",959
10589,"$25,000 under $50,000",639
10589,"$50,000 under $75,000",644
10589,"$75,000 under $100,000",549
10589,"$100,000 under $200,000",1118
10589,"$200,000 or more",549
,,
10590,,"3,148"
10590,"$1 under $25,000",849
10590,"$25,000 under $50,000",375
10590,"$50,000 under $75,000",318
10590,"$75,000 under $100,000",294
10590,"$100,000 under $200,000",717
10590,"$200,000 or more",595
,,
10591,,"11,643"
10591,"$1 under $25,000",3819
10591,"$25,000 under $50,000",2581
10591,"$50,000 under $75,000",1410
10591,"$75,000 under $100,000",1011
10591,"$100,000 under $200,000",1728
10591,"$200,000 or more",1094
,,
10594,,"2,479"
10594,"$1 under $25,000",701
10594,"$25,000 under $50,000",410
10594,"$50,000 under $75,000",298
10594,"$75,000 under $100,000",244
10594,"$100,000 under $200,000",566
10594,"$200,000 or more",260
,,
10595,,"3,141"
10595,"$1 under $25,000",788
10595,"$25,000 under $50,000",511
10595,"$50,000 under $75,000",419
10595,"$75,000 under $100,000",319
10595,"$100,000 under $200,000",720
10595,"$200,000 or more",384
,,
10597,,500
10597,"$1 under $25,000",153
10597,"$25,000 under $50,000",50
10597,"$50,000 under $75,000",46
10597,"$75,000 under $100,000",**
10597,"$100,000 under $200,000",73
10597,"$200,000 or more",178
,,
10598,,"13,920"
10598,"$1 under $25,000",3826
10598,"$25,000 under $50,000",1983
10598,"$50,000 under $75,000",1669
10598,"$75,000 under $100,000",1368
10598,"$100,000 under $200,000",3562
10598,"$200,000 or more",1512
,,
10601,,"5,991"
10601,"$1 under $25,000",1962
10601,"$25,000 under $50,000",1274
10601,"$50,000 under $75,000",886
10601,"$75,000 under $100,000",534
10601,"$100,000 under $200,000",814
10601,"$200,000 or more",521
,,
10603,,"9,622"
10603,"$1 under $25,000",2928
10603,"$25,000 under $50,000",2080
10603,"$50,000 under $75,000",1529
10603,"$75,000 under $100,000",1001
10603,"$100,000 under $200,000",1549
10603,"$200,000 or more",535
,,
10604,,"5,400"
10604,"$1 under $25,000",1746
10604,"$25,000 under $50,000",1180
10604,"$50,000 under $75,000",716
10604,"$75,000 under $100,000",486
10604,"$100,000 under $200,000",750
10604,"$200,000 or more",522
,,
10605,,"9,988"
10605,"$1 under $25,000",2786
10605,"$25,000 under $50,000",1619
10605,"$50,000 under $75,000",1194
10605,"$75,000 under $100,000",871
10605,"$100,000 under $200,000",1983
10605,"$200,000 or more",1535
,,
10606,,"8,409"
10606,"$1 under $25,000",3634
10606,"$25,000 under $50,000",1848
10606,"$50,000 under $75,000",943
10606,"$75,000 under $100,000",542
10606,"$100,000 under $200,000",954
10606,"$200,000 or more",488
,,
10607,,"3,790"
10607,"$1 under $25,000",1182
10607,"$25,000 under $50,000",725
10607,"$50,000 under $75,000",495
10607,"$75,000 under $100,000",369
10607,"$100,000 under $200,000",710
10607,"$200,000 or more",309
,,
10701,,"27,074"
10701,"$1 under $25,000",12106
10701,"$25,000 under $50,000",7049
10701,"$50,000 under $75,000",3471
10701,"$75,000 under $100,000",1937
10701,"$100,000 under $200,000",2161
10701,"$200,000 or more",350
,,
10703,,"10,075"
10703,"$1 under $25,000",3916
10703,"$25,000 under $50,000",2479
10703,"$50,000 under $75,000",1469
10703,"$75,000 under $100,000",964
10703,"$100,000 under $200,000",1111
10703,"$200,000 or more",136
,,
10704,,"16,309"
10704,"$1 under $25,000",5174
10704,"$25,000 under $50,000",3979
10704,"$50,000 under $75,000",2835
10704,"$75,000 under $100,000",1955
10704,"$100,000 under $200,000",2081
10704,"$200,000 or more",285
,,
10705,,"17,460"
10705,"$1 under $25,000",8031
10705,"$25,000 under $50,000",4660
10705,"$50,000 under $75,000",2155
10705,"$75,000 under $100,000",1119
10705,"$100,000 under $200,000",1230
10705,"$200,000 or more",265
,,
10706,,"4,410"
10706,"$1 under $25,000",1127
10706,"$25,000 under $50,000",602
10706,"$50,000 under $75,000",501
10706,"$75,000 under $100,000",447
10706,"$100,000 under $200,000",912
10706,"$200,000 or more",821
,,
10707,,"5,077"
10707,"$1 under $25,000",1426
10707,"$25,000 under $50,000",802
10707,"$50,000 under $75,000",751
10707,"$75,000 under $100,000",510
10707,"$100,000 under $200,000",1023
10707,"$200,000 or more",565
,,
10708,,"11,436"
10708,"$1 under $25,000",2666
10708,"$25,000 under $50,000",1673
10708,"$50,000 under $75,000",1664
10708,"$75,000 under $100,000",1255
10708,"$100,000 under $200,000",2160
10708,"$200,000 or more",2018
,,
10709,,"4,710"
10709,"$1 under $25,000",1260
10709,"$25,000 under $50,000",704
10709,"$50,000 under $75,000",619
10709,"$75,000 under $100,000",492
10709,"$100,000 under $200,000",1016
10709,"$200,000 or more",619
,,
10710,,"13,615"
10710,"$1 under $25,000",3825
10710,"$25,000 under $50,000",2884
10710,"$50,000 under $75,000",2198
10710,"$75,000 under $100,000",1648
10710,"$100,000 under $200,000",2509
10710,"$200,000 or more",551
,,
10801,,"17,944"
10801,"$1 under $25,000",7085
10801,"$25,000 under $50,000",4431
10801,"$50,000 under $75,000",2396
10801,"$75,000 under $100,000",1391
10801,"$100,000 under $200,000",1966
10801,"$200,000 or more",675
,,
10803,,"5,922"
10803,"$1 under $25,000",1504
10803,"$25,000 under $50,000",833
10803,"$50,000 under $75,000",662
10803,"$75,000 under $100,000",490
10803,"$100,000 under $200,000",1017
10803,"$200,000 or more",1416
,,
10804,,"7,033"
10804,"$1 under $25,000",1653
10804,"$25,000 under $50,000",768
10804,"$50,000 under $75,000",668
10804,"$75,000 under $100,000",596
10804,"$100,000 under $200,000",1432
10804,"$200,000 or more",1916
,,
10805,,"9,111"
10805,"$1 under $25,000",2976
10805,"$25,000 under $50,000",2298
10805,"$50,000 under $75,000",1568
10805,"$75,000 under $100,000",965
10805,"$100,000 under $200,000",1029
10805,"$200,000 or more",275
,,
10901,,"11,281"
10901,"$1 under $25,000",3352
10901,"$25,000 under $50,000",1892
10901,"$50,000 under $75,000",1450
10901,"$75,000 under $100,000",1139
10901,"$100,000 under $200,000",2281
10901,"$200,000 or more",1167
,,
10913,,"2,464"
10913,"$1 under $25,000",678
10913,"$25,000 under $50,000",347
10913,"$50,000 under $75,000",285
10913,"$75,000 under $100,000",252
10913,"$100,000 under $200,000",590
10913,"$200,000 or more",312
,,
10916,,"2,178"
10916,"$1 under $25,000",686
10916,"$25,000 under $50,000",332
10916,"$50,000 under $75,000",274
10916,"$75,000 under $100,000",239
10916,"$100,000 under $200,000",509
10916,"$200,000 or more",138
,,
10917,,"1,042"
10917,"$1 under $25,000",344
10917,"$25,000 under $50,000",179
10917,"$50,000 under $75,000",125
10917,"$75,000 under $100,000",120
10917,"$100,000 under $200,000",196
10917,"$200,000 or more",78
,,
10918,,"5,336"
10918,"$1 under $25,000",1610
10918,"$25,000 under $50,000",977
10918,"$50,000 under $75,000",782
10918,"$75,000 under $100,000",591
10918,"$100,000 under $200,000",1105
10918,"$200,000 or more",271
,,
10919,,578
10919,"$1 under $25,000",192
10919,"$25,000 under $50,000",115
10919,"$50,000 under $75,000",91
10919,"$75,000 under $100,000",61
10919,"$100,000 under $200,000",119
10919,"$200,000 or more",**
,,
10920,,"4,324"
10920,"$1 under $25,000",1265
10920,"$25,000 under $50,000",720
10920,"$50,000 under $75,000",551
10920,"$75,000 under $100,000",484
10920,"$100,000 under $200,000",1014
10920,"$200,000 or more",290
,,
10921,,"2,125"
10921,"$1 under $25,000",690
10921,"$25,000 under $50,000",394
10921,"$50,000 under $75,000",301
10921,"$75,000 under $100,000",262
10921,"$100,000 under $200,000",404
10921,"$200,000 or more",74
,,
10923,,"4,698"
10923,"$1 under $25,000",1654
10923,"$25,000 under $50,000",1068
10923,"$50,000 under $75,000",672
10923,"$75,000 under $100,000",465
10923,"$100,000 under $200,000",726
10923,"$200,000 or more",113
,,
10924,,"5,861"
10924,"$1 under $25,000",1891
10924,"$25,000 under $50,000",991
10924,"$50,000 under $75,000",783
10924,"$75,000 under $100,000",572
10924,"$100,000 under $200,000",1199
10924,"$200,000 or more",425
,,
10925,,"2,547"
10925,"$1 under $25,000",780
10925,"$25,000 under $50,000",531
10925,"$50,000 under $75,000",413
10925,"$75,000 under $100,000",313
10925,"$100,000 under $200,000",451
10925,"$200,000 or more",59
,,
10926,,"1,912"
10926,"$1 under $25,000",571
10926,"$25,000 under $50,000",408
10926,"$50,000 under $75,000",328
10926,"$75,000 under $100,000",218
10926,"$100,000 under $200,000",323
10926,"$200,000 or more",64
,,
10927,,"5,735"
10927,"$1 under $25,000",3004
10927,"$25,000 under $50,000",1452
10927,"$50,000 under $75,000",562
10927,"$75,000 under $100,000",287
10927,"$100,000 under $200,000",348
10927,"$200,000 or more",82
,,
10928,,"2,217"
10928,"$1 under $25,000",776
10928,"$25,000 under $50,000",585
10928,"$50,000 under $75,000",333
10928,"$75,000 under $100,000",227
10928,"$100,000 under $200,000",258
10928,"$200,000 or more",38
,,
10930,,"4,281"
10930,"$1 under $25,000",1241
10930,"$25,000 under $50,000",606
10930,"$50,000 under $75,000",522
10930,"$75,000 under $100,000",488
10930,"$100,000 under $200,000",1126
10930,"$200,000 or more",298
,,
10931,,499
10931,"$1 under $25,000",163
10931,"$25,000 under $50,000",144
10931,"$50,000 under $75,000",73
10931,"$75,000 under $100,000",59
10931,"$100,000 under $200,000",60
10931,"$200,000 or more",**
,,
10940,,"22,632"
10940,"$1 under $25,000",9219
10940,"$25,000 under $50,000",5374
10940,"$50,000 under $75,000",3169
10940,"$75,000 under $100,000",2099
10940,"$100,000 under $200,000",2497
10940,"$200,000 or more",274
,,
10941,,"6,724"
10941,"$1 under $25,000",2275
10941,"$25,000 under $50,000",1615
10941,"$50,000 under $75,000",1040
10941,"$75,000 under $100,000",722
10941,"$100,000 under $200,000",951
10941,"$200,000 or more",121
,,
10950,,"16,257"
10950,"$1 under $25,000",6732
10950,"$25,000 under $50,000",2531
10950,"$50,000 under $75,000",1818
10950,"$75,000 under $100,000",1473
10950,"$100,000 under $200,000",2977
10950,"$200,000 or more",726
,,
10952,,"11,774"
10952,"$1 under $25,000",5517
10952,"$25,000 under $50,000",2068
10952,"$50,000 under $75,000",1168
10952,"$75,000 under $100,000",782
10952,"$100,000 under $200,000",1439
10952,"$200,000 or more",800
,,
10954,,"12,107"
10954,"$1 under $25,000",3646
10954,"$25,000 under $50,000",2340
10954,"$50,000 under $75,000",1647
10954,"$75,000 under $100,000",1324
10954,"$100,000 under $200,000",2476
10954,"$200,000 or more",674
,,
10956,,"15,717"
10956,"$1 under $25,000",4353
10956,"$25,000 under $50,000",2314
10956,"$50,000 under $75,000",1725
10956,"$75,000 under $100,000",1547
10956,"$100,000 under $200,000",3873
10956,"$200,000 or more",1905
,,
10958,,"1,568"
10958,"$1 under $25,000",522
10958,"$25,000 under $50,000",293
10958,"$50,000 under $75,000",232
10958,"$75,000 under $100,000",176
10958,"$100,000 under $200,000",304
10958,"$200,000 or more",41
,,
10960,,"7,710"
10960,"$1 under $25,000",2537
10960,"$25,000 under $50,000",1487
10960,"$50,000 under $75,000",1104
10960,"$75,000 under $100,000",747
10960,"$100,000 under $200,000",1241
10960,"$200,000 or more",594
,,
10962,,"2,452"
10962,"$1 under $25,000",689
10962,"$25,000 under $50,000",405
10962,"$50,000 under $75,000",306
10962,"$75,000 under $100,000",254
10962,"$100,000 under $200,000",565
10962,"$200,000 or more",233
,,
10963,,"1,223"
10963,"$1 under $25,000",412
10963,"$25,000 under $50,000",235
10963,"$50,000 under $75,000",194
10963,"$75,000 under $100,000",144
10963,"$100,000 under $200,000",238
10963,"$200,000 or more",**
,,
10964,,734
10964,"$1 under $25,000",192
10964,"$25,000 under $50,000",122
10964,"$50,000 under $75,000",83
10964,"$75,000 under $100,000",62
10964,"$100,000 under $200,000",131
10964,"$200,000 or more",144
,,
10965,,"7,371"
10965,"$1 under $25,000",2060
10965,"$25,000 under $50,000",1163
10965,"$50,000 under $75,000",976
10965,"$75,000 under $100,000",773
10965,"$100,000 under $200,000",1836
10965,"$200,000 or more",563
,,
10968,,"1,247"
10968,"$1 under $25,000",269
10968,"$25,000 under $50,000",210
10968,"$50,000 under $75,000",193
10968,"$75,000 under $100,000",153
10968,"$100,000 under $200,000",269
10968,"$200,000 or more",153
,,
10969,,607
10969,"$1 under $25,000",193
10969,"$25,000 under $50,000",131
10969,"$50,000 under $75,000",96
10969,"$75,000 under $100,000",71
10969,"$100,000 under $200,000",116
10969,"$200,000 or more",**
,,
10970,,"5,068"
10970,"$1 under $25,000",1537
10970,"$25,000 under $50,000",970
10970,"$50,000 under $75,000",715
10970,"$75,000 under $100,000",575
10970,"$100,000 under $200,000",962
10970,"$200,000 or more",309
,,
10973,,"1,104"
10973,"$1 under $25,000",362
10973,"$25,000 under $50,000",210
10973,"$50,000 under $75,000",169
10973,"$75,000 under $100,000",111
10973,"$100,000 under $200,000",206
10973,"$200,000 or more",46
,,
10974,,"1,531"
10974,"$1 under $25,000",483
10974,"$25,000 under $50,000",261
10974,"$50,000 under $75,000",218
10974,"$75,000 under $100,000",164
10974,"$100,000 under $200,000",333
10974,"$200,000 or more",72
,,
10975,,159
10975,"$1 under $25,000",38
10975,"$25,000 under $50,000",45
10975,"$50,000 under $75,000",33
10975,"$75,000 under $100,000",20
10975,"$100,000 under $200,000",23
10975,"$200,000 or more",**
,,
10976,,841
10976,"$1 under $25,000",366
10976,"$25,000 under $50,000",153
10976,"$50,000 under $75,000",85
10976,"$75,000 under $100,000",70
10976,"$100,000 under $200,000",128
10976,"$200,000 or more",39
,,
10977,,"23,690"
10977,"$1 under $25,000",11465
10977,"$25,000 under $50,000",5624
10977,"$50,000 under $75,000",2363
10977,"$75,000 under $100,000",1526
10977,"$100,000 under $200,000",2138
10977,"$200,000 or more",574
,,
10980,,"6,979"
10980,"$1 under $25,000",2225
10980,"$25,000 under $50,000",1297
10980,"$50,000 under $75,000",913
10980,"$75,000 under $100,000",704
10980,"$100,000 under $200,000",1418
10980,"$200,000 or more",422
,,
10983,,"2,868"
10983,"$1 under $25,000",750
10983,"$25,000 under $50,000",438
10983,"$50,000 under $75,000",359
10983,"$75,000 under $100,000",306
10983,"$100,000 under $200,000",765
10983,"$200,000 or more",250
,,
10984,,"1,299"
10984,"$1 under $25,000",366
10984,"$25,000 under $50,000",194
10984,"$50,000 under $75,000",189
10984,"$75,000 under $100,000",156
10984,"$100,000 under $200,000",322
10984,"$200,000 or more",72
,,
10985,,187
10985,"$1 under $25,000",59
10985,"$25,000 under $50,000",38
10985,"$50,000 under $75,000",25
10985,"$75,000 under $100,000",30
10985,"$100,000 under $200,000",35
10985,"$200,000 or more",**
,,
10986,,879
10986,"$1 under $25,000",249
10986,"$25,000 under $50,000",146
10986,"$50,000 under $75,000",112
10986,"$75,000 under $100,000",109
10986,"$100,000 under $200,000",193
10986,"$200,000 or more",70
,,
10987,,"1,646"
10987,"$1 under $25,000",424
10987,"$25,000 under $50,000",232
10987,"$50,000 under $75,000",208
10987,"$75,000 under $100,000",162
10987,"$100,000 under $200,000",377
10987,"$200,000 or more",243
,,
10989,,"4,866"
10989,"$1 under $25,000",1284
10989,"$25,000 under $50,000",835
10989,"$50,000 under $75,000",705
10989,"$75,000 under $100,000",569
10989,"$100,000 under $200,000",1144
10989,"$200,000 or more",329
,,
10990,,"9,603"
10990,"$1 under $25,000",3008
10990,"$25,000 under $50,000",1619
10990,"$50,000 under $75,000",1227
10990,"$75,000 under $100,000",1060
10990,"$100,000 under $200,000",2017
10990,"$200,000 or more",672
,,
10992,,"4,751"
10992,"$1 under $25,000",1530
10992,"$25,000 under $50,000",803
10992,"$50,000 under $75,000",610
10992,"$75,000 under $100,000",550
10992,"$100,000 under $200,000",1079
10992,"$200,000 or more",179
,,
10993,,"2,362"
10993,"$1 under $25,000",987
10993,"$25,000 under $50,000",586
10993,"$50,000 under $75,000",335
10993,"$75,000 under $100,000",222
10993,"$100,000 under $200,000",232
10993,"$200,000 or more",**
,,
10994,,"3,724"
10994,"$1 under $25,000",994
10994,"$25,000 under $50,000",578
10994,"$50,000 under $75,000",443
10994,"$75,000 under $100,000",356
10994,"$100,000 under $200,000",907
10994,"$200,000 or more",446
,,
10996,,"1,113"
10996,"$1 under $25,000",320
10996,"$25,000 under $50,000",168
10996,"$50,000 under $75,000",207
10996,"$75,000 under $100,000",189
10996,"$100,000 under $200,000",203
10996,"$200,000 or more",26
,,
10998,,"1,465"
10998,"$1 under $25,000",459
10998,"$25,000 under $50,000",238
10998,"$50,000 under $75,000",203
